timestamp,open,high,low,close,volume
2024-09-11,8.6900,9.0000,8.3200,9.0000,75686426
2024-09-06,9.2200,9.2500,8.4600,8.6200,78440492
2024-08-30,9.4000,9.6200,9.1300,9.3400,93785526
2024-08-23,9.2800,9.6100,9.1900,9.4300,89378372
2024-08-16,9.0600,9.5400,8.9350,9.2300,107944448
2024-08-09,8.5100,9.1100,8.2900,9.0500,193866323
2024-08-02,13.5000,13.9500,9.3000,9.3600,262126386
2024-07-26,14.5900,15.3500,13.0800,13.3300,90565667
2024-07-19,16.4200,16.5150,14.3400,14.4000,97158237
2024-07-12,16.4400,17.3300,15.6600,16.1800,85677248
2024-07-05,16.4300,16.5300,15.5700,16.3800,54819622
2024-06-28,15.5100,17.0300,15.4600,16.6100,90508690
2024-06-21,15.4900,16.0500,15.1700,15.5100,82690643
2024-06-14,15.3900,16.1730,15.0002,15.5900,78902423
2024-06-07,15.3700,15.6100,14.7900,15.5900,96990370
2024-05-31,15.2500,15.4800,14.8100,15.0200,61895432
2024-05-24,16.1700,16.6500,15.1200,15.2200,81773027
2024-05-17,15.9800,16.2750,15.3800,16.0500,120364372
2024-05-10,16.3900,17.2900,15.8400,16.0100,152490550
2024-05-03,14.3500,16.5300,14.0300,16.2500,209745031
2024-04-26,11.5300,14.9400,10.5400,14.5500,319497669
2024-04-19,10.8600,11.8800,10.0825,11.1600,188575991
2024-04-12,11.0600,11.4150,10.8300,10.8500,94587026
2024-04-05,11.4800,11.6100,10.7215,11.0000,67523722
2024-03-28,11.3800,11.7475,11.2400,11.4800,69711615
2024-03-22,11.2400,11.5100,10.7800,11.4000,130890626
2024-03-15,12.2500,12.3500,11.0900,11.1900,119303850
2024-03-08,11.2600,12.6450,10.7000,12.3900,180413112
2024-03-01,10.6600,11.2800,10.5750,11.2500,95573099
2024-02-23,11.0000,11.1400,10.4900,10.8000,132997558
2024-02-16,11.2800,12.0800,10.9900,11.1700,198159333
2024-02-09,17.2000,17.5000,10.8200,11.1100,458417079
2024-02-02,16.3000,17.1100,15.7700,17.0500,121421414
2024-01-26,16.5900,17.1400,16.1700,16.2500,95811090
2024-01-19,16.2100,16.5700,15.1800,16.4200,93307483
2024-01-12,16.6700,17.7500,16.3707,16.4300,117149218
2024-01-05,16.5200,16.6775,15.2700,16.5500,92057916
2023-12-29,17.0600,17.2100,16.6800,16.9300,60434978
2023-12-22,17.4400,17.9000,16.1700,17.0500,181995085
2023-12-15,15.8200,17.2300,15.4450,16.9200,161559070
2023-12-08,14.0600,15.3600,13.9650,15.0900,102384509
2023-12-01,12.4100,14.2400,12.4100,14.1400,120993630
