timestamp,open,high,low,close,volume
2024-09-11,208.5100,223.1900,208.5100,223.1800,1361317
2024-09-06,209.8100,213.9100,202.4400,208.2600,1148218
2024-08-30,212.7000,214.4400,202.3800,212.5700,1911468
2024-08-23,201.7300,215.2400,201.0209,212.5700,2086836
2024-08-16,187.5000,206.4250,180.1000,203.1600,3620263
2024-08-09,145.8400,187.7100,145.0500,187.3800,5174595
2024-08-02,174.9600,175.9100,153.8400,162.0100,2487010
2024-07-26,178.1900,181.8900,162.1400,173.2800,3227166
2024-07-19,189.4600,194.9600,175.0501,175.2400,3162372
2024-07-12,194.2200,198.7900,184.2601,190.3000,2765606
2024-07-05,207.3400,208.3700,189.4000,193.0900,2153561
2024-06-28,205.8900,215.0400,202.8000,208.6700,5878349
2024-06-21,199.0100,213.9700,196.5000,206.5200,2967791
2024-06-14,187.4800,203.5800,186.0000,199.1400,3075573
2024-06-07,192.3100,201.4400,188.6034,188.9800,2794720
2024-05-31,185.9000,196.9799,184.5100,191.4000,4160265
2024-05-24,177.9700,183.8000,171.9300,178.4000,3718069
2024-05-17,188.2000,189.3020,173.1800,179.1400,5832713
2024-05-10,242.2450,251.3000,186.9100,188.1200,8133651
2024-05-03,224.0000,243.9900,218.6750,240.0000,3307216
2024-04-26,201.7400,229.8400,198.0700,222.6600,3751527
2024-04-19,210.7700,217.7900,194.0000,200.1500,10172102
2024-04-12,215.3500,223.5900,209.3501,211.0400,1567976
2024-04-05,220.0800,225.8700,208.5299,215.0100,2277779
2024-03-28,229.3800,231.8400,215.6750,220.5800,1877788
2024-03-22,219.0700,245.5850,212.0200,232.0900,2728334
2024-03-15,218.8800,231.8900,215.0001,216.3400,3007408
2024-03-08,238.0000,238.0300,199.3600,213.5300,4347601
2024-03-01,179.9000,241.8600,177.2500,236.4900,8318974
2024-02-23,182.1500,183.0000,171.6400,177.1300,1938696
2024-02-16,193.1300,197.5600,178.4490,184.9000,2542569
2024-02-09,179.0000,194.4700,175.4805,191.7400,2598131
2024-02-02,192.7600,194.7300,174.7100,178.8900,2788076
2024-01-26,199.8000,203.5100,187.2300,192.8900,2349795
2024-01-19,210.4900,214.3800,182.7001,194.6000,3308741
2024-01-12,204.0000,218.9900,203.9900,212.0100,2565711
2024-01-05,224.6500,226.1900,203.3800,204.1350,2722930
2023-12-29,239.2800,244.4700,225.3900,226.8500,1295425
2023-12-22,231.2700,245.8699,229.1600,238.2500,2387817
2023-12-15,214.6500,239.7500,210.5000,231.4900,4866804
2023-12-08,212.6800,225.0000,208.0200,214.7500,2460348
2023-12-01,220.7800,226.7948,206.6286,213.3000,3142899
2023-11-24,210.9300,222.4900,210.0200,221.4600,2312402
2023-11-17,207.0700,223.0000,199.0700,211.6500,5381642
2023-11-10,160.8100,217.1600,151.1072,211.5300,7938259
2023-11-03,145.4500,163.1700,141.1300,159.3300,2575965
2023-10-27,150.5000,163.2500,140.1600,143.5700,3418827
2023-10-20,161.6400,172.8900,148.1400,153.6300,3811893
2023-10-13,162.4400,179.8400,159.7500,160.1000,3012366
2023-10-06,166.0000,168.3900,157.3300,164.2400,2778597
2023-09-29,150.7800,174.7000,148.1200,165.8700,2193851
2023-09-22,157.1900,167.3500,147.0001,152.6700,2654019
2023-09-15,158.9800,163.5000,156.5600,159.5300,2725640
2023-09-08,148.6900,160.9000,148.0800,156.5100,1453572
2023-09-01,135.0100,152.4700,133.2100,148.9200,2910301
2023-08-25,124.6200,137.4599,124.0100,135.0700,1744457
2023-08-18,137.3600,138.9800,121.8900,123.9000,2251971
2023-08-11,137.5000,153.4200,130.4300,138.8100,3909889
2023-08-04,151.9300,156.1899,137.0100,137.3600,2159459
2023-07-28,149.0000,155.9900,144.6300,150.9600,2162717
2023-07-21,150.0000,162.2000,144.3500,149.5000,2775106
2023-07-14,134.3300,161.0900,133.3200,149.5100,3159155
2023-07-07,142.7000,143.4700,132.4400,135.2500,1514806
2023-06-30,138.2300,146.4450,136.0800,142.9400,2092557
2023-06-23,152.7900,156.3000,137.8480,140.0300,3071385
2023-06-16,156.5500,161.5350,150.0000,152.7900,3241824
2023-06-09,154.5600,168.3950,151.4700,155.8200,3363000
2023-06-02,152.8100,156.5500,147.5800,155.9400,2192119
2023-05-26,151.2700,157.4200,142.3700,149.1400,2865805
2023-05-19,141.6700,152.6800,138.1150,150.3500,3891227
2023-05-12,123.0000,150.0000,122.5200,141.4500,5487360
2023-05-05,135.8700,139.6050,116.8200,123.5600,4364474
2023-04-28,140.5300,144.0000,131.2800,136.1600,1808438
2023-04-21,134.7200,142.4500,129.9600,140.8200,1978461
2023-04-14,134.7100,138.3699,133.9750,134.9000,2426581
2023-04-06,142.0500,144.9100,132.5300,136.7300,1903709
2023-03-31,136.7300,146.4013,133.6500,142.5900,3090977
2023-03-24,125.0700,139.4800,122.8731,136.5100,3160796
2023-03-17,116.8300,128.9222,114.1101,126.3200,4604609
2023-03-10,119.7800,130.4950,116.5235,117.7800,4333719
2023-03-03,87.7500,121.3300,87.5650,119.2700,7217311
2023-02-24,90.0000,91.6600,86.3550,87.1600,1184100
2023-02-17,92.2900,97.9200,90.7800,91.3400,1662039
2023-02-10,99.1300,101.0800,90.1901,91.6100,2318102
2023-02-03,91.6900,105.4600,91.0100,99.8900,3070926
2023-01-27,84.8500,94.0800,82.7300,93.0300,1417021
2023-01-20,79.3100,85.8400,79.2350,84.5800,1694837
2023-01-13,72.3300,80.8500,72.3300,79.3600,1604068
2023-01-06,71.1300,73.2600,68.9300,72.0800,1771000
2022-12-30,70.3100,71.8600,64.7300,71.1300,1153747
2022-12-23,72.8200,74.1800,69.0000,70.7000,1426043
2022-12-16,68.7800,75.9500,68.3300,72.9900,1893753
2022-12-09,70.8000,71.0000,66.0100,68.6700,1432598
2022-12-02,69.4700,71.1600,66.3700,70.7000,1673491
2022-11-25,67.0300,70.0000,66.8000,69.6900,1508391
2022-11-18,73.5400,76.5000,66.5800,67.7000,2340878
2022-11-11,80.4000,85.1500,71.0350,73.4300,2342194
2022-11-04,82.9200,84.7200,78.6100,79.8400,1210430
2022-10-28,81.8100,84.5200,72.3900,83.1500,2097190
2022-10-21,80.8300,91.3500,80.1000,82.2500,1916932
2022-10-14,98.5300,98.8100,78.2500,78.3100,2013512
2022-10-07,95.8600,105.7300,93.7450,98.5000,1733011
2022-09-30,89.3900,98.9400,89.0300,95.2300,1679024
2022-09-23,97.7800,100.0000,87.9200,89.2100,1451916
2022-09-16,100.0000,104.4300,94.4700,99.3100,2553115
2022-09-09,93.0900,100.3900,91.3650,99.5500,1518935
2022-09-02,92.6900,95.8600,89.1200,92.8400,1567235
2022-08-26,94.9900,99.4200,92.1250,93.2700,1864112
2022-08-19,107.3900,108.7700,94.4100,95.7000,2286117
2022-08-12,103.0700,109.4000,92.4400,108.4150,2793185
2022-08-05,91.7500,106.0600,91.0500,103.0700,3756160
2022-07-29,95.6100,101.0000,88.7000,91.7500,1740778
2022-07-22,100.2100,105.9800,93.2000,95.4500,1943293
2022-07-15,103.1500,105.0500,88.9800,99.4000,2543804
2022-07-08,92.2100,113.3600,91.2200,110.0900,2886033
2022-07-01,100.3400,100.4000,84.9900,95.0600,2934324
2022-06-24,94.7300,106.4300,94.5910,101.7300,6511112
2022-06-17,88.5300,95.3400,79.6200,94.7100,4637270
2022-06-10,90.8400,102.6900,89.2700,93.3700,2893706
2022-06-03,83.4800,90.2900,80.7000,89.3400,1799805
2022-05-27,76.4600,87.4100,72.3300,83.7800,2663161
2022-05-20,89.6000,96.9200,72.2500,76.4600,3475794
2022-05-13,77.9700,96.3350,60.5003,89.7700,5210141
2022-05-06,85.6800,93.2650,77.7800,80.6100,2024629
2022-04-29,85.8600,93.7400,85.0000,86.4700,1660298
2022-04-22,89.4200,92.9500,83.2800,86.0000,2010008
2022-04-14,92.9300,96.9000,87.1650,89.8200,1729958
2022-04-08,96.4400,106.3100,91.0000,94.5600,2620474
2022-04-01,94.6400,97.9599,88.8600,95.6500,2753496
2022-03-25,93.1900,101.4900,85.4600,93.0500,3034979
2022-03-18,75.1700,91.6000,64.8100,88.6800,2540031
2022-03-11,74.7000,85.6201,71.6350,76.7000,3197557
2022-03-04,87.2000,89.5600,70.6680,74.6800,2778272
